id,visitors
air_00a91d42b08b08d9_2017-04-23,2.0
air_00a91d42b08b08d9_2017-04-24,25.708587901991635
air_00a91d42b08b08d9_2017-04-25,28.855747058215204
air_00a91d42b08b08d9_2017-04-26,29.44439937199361
air_00a91d42b08b08d9_2017-04-27,31.962319570707024
air_00a91d42b08b08d9_2017-04-28,36.406631580827586
air_00a91d42b08b08d9_2017-04-29,14.398401126600984
air_00a91d42b08b08d9_2017-04-30,2.0
air_00a91d42b08b08d9_2017-05-01,25.708587901991635
air_00a91d42b08b08d9_2017-05-02,28.855747058215204
air_00a91d42b08b08d9_2017-05-06,14.398401126600984
air_00a91d42b08b08d9_2017-05-07,2.0
air_00a91d42b08b08d9_2017-05-08,25.708587901991635
air_00a91d42b08b08d9_2017-05-09,28.855747058215204
air_00a91d42b08b08d9_2017-05-10,29.44439937199361
air_00a91d42b08b08d9_2017-05-11,31.962319570707024
air_00a91d42b08b08d9_2017-05-12,36.406631580827586
air_00a91d42b08b08d9_2017-05-13,14.398401126600984
air_00a91d42b08b08d9_2017-05-14,2.0
air_00a91d42b08b08d9_2017-05-15,25.708587901991635
air_00a91d42b08b08d9_2017-05-16,28.855747058215204
air_00a91d42b08b08d9_2017-05-17,29.44439937199361
air_00a91d42b08b08d9_2017-05-18,31.962319570707024
air_00a91d42b08b08d9_2017-05-19,36.406631580827586
air_00a91d42b08b08d9_2017-05-20,14.398401126600984
air_00a91d42b08b08d9_2017-05-21,2.0
air_00a91d42b08b08d9_2017-05-22,25.708587901991635
air_00a91d42b08b08d9_2017-05-23,28.855747058215204
air_00a91d42b08b08d9_2017-05-24,29.44439937199361
air_00a91d42b08b08d9_2017-05-25,31.962319570707024
air_00a91d42b08b08d9_2017-05-26,36.406631580827586
air_00a91d42b08b08d9_2017-05-27,14.398401126600984
air_00a91d42b08b08d9_2017-05-28,2.0
air_00a91d42b08b08d9_2017-05-29,25.708587901991635
air_00a91d42b08b08d9_2017-05-30,28.855747058215204
air_00a91d42b08b08d9_2017-05-31,29.44439937199361
air_0164b9927d20bcc3_2017-04-24,7.504047914815279
air_0164b9927d20bcc3_2017-04-25,9.3291179862134
air_0164b9927d20bcc3_2017-04-26,10.316386880998873
air_0164b9927d20bcc3_2017-04-27,9.832402754706019
air_0164b9927d20bcc3_2017-04-28,10.863859920569258
air_0164b9927d20bcc3_2017-04-29,5.350765769513851
air_0164b9927d20bcc3_2017-05-01,7.504047914815279
air_0164b9927d20bcc3_2017-05-02,9.3291179862134
air_0164b9927d20bcc3_2017-05-03,3.0000000000000004
air_0164b9927d20bcc3_2017-05-04,3.0
air_0164b9927d20bcc3_2017-05-05,15.766052239700516
air_0164b9927d20bcc3_2017-05-06,5.350765769513851
air_0164b9927d20bcc3_2017-05-08,7.504047914815279
air_0164b9927d20bcc3_2017-05-09,9.3291179862134
air_0164b9927d20bcc3_2017-05-10,10.316386880998873
air_0164b9927d20bcc3_2017-05-11,9.832402754706019
air_0164b9927d20bcc3_2017-05-12,10.863859920569258
air_0164b9927d20bcc3_2017-05-13,5.350765769513851
air_0164b9927d20bcc3_2017-05-15,7.504047914815279
air_0164b9927d20bcc3_2017-05-16,9.3291179862134
air_0164b9927d20bcc3_2017-05-17,10.316386880998873
air_0164b9927d20bcc3_2017-05-18,9.832402754706019
air_0164b9927d20bcc3_2017-05-19,10.863859920569258
air_0164b9927d20bcc3_2017-05-20,5.350765769513851
air_0164b9927d20bcc3_2017-05-22,7.504047914815279
air_0164b9927d20bcc3_2017-05-23,9.3291179862134
air_0164b9927d20bcc3_2017-05-24,10.316386880998873
air_0164b9927d20bcc3_2017-05-25,9.832402754706019
air_0164b9927d20bcc3_2017-05-26,10.863859920569258
air_0164b9927d20bcc3_2017-05-27,5.350765769513851
air_0164b9927d20bcc3_2017-05-29,7.504047914815279
air_0164b9927d20bcc3_2017-05-30,9.3291179862134
air_0164b9927d20bcc3_2017-05-31,10.316386880998873
air_0241aa3964b7f861_2017-04-23,8.945340236295886
air_0241aa3964b7f861_2017-04-24,7.677926896055092
air_0241aa3964b7f861_2017-04-25,8.0592397370741
air_0241aa3964b7f861_2017-04-26,9.140296717671195
air_0241aa3964b7f861_2017-04-27,5.8750213906773
air_0241aa3964b7f861_2017-04-28,8.359474509880071
air_0241aa3964b7f861_2017-04-29,10.964848922967418
air_0241aa3964b7f861_2017-04-30,8.945340236295886
air_0241aa3964b7f861_2017-05-01,7.677926896055092
air_0241aa3964b7f861_2017-05-02,8.0592397370741
air_0241aa3964b7f861_2017-05-03,19.92025495993838
air_0241aa3964b7f861_2017-05-04,1.0
air_0241aa3964b7f861_2017-05-05,6.012640915421611
air_0241aa3964b7f861_2017-05-06,10.964848922967418
air_0241aa3964b7f861_2017-05-07,8.945340236295886
air_0241aa3964b7f861_2017-05-08,7.677926896055092
air_0241aa3964b7f861_2017-05-09,8.0592397370741
air_0241aa3964b7f861_2017-05-10,9.140296717671195
air_0241aa3964b7f861_2017-05-11,5.8750213906773
air_0241aa3964b7f861_2017-05-12,8.359474509880071
air_0241aa3964b7f861_2017-05-13,10.964848922967418
air_0241aa3964b7f861_2017-05-14,8.945340236295886
air_0241aa3964b7f861_2017-05-15,7.677926896055092
air_0241aa3964b7f861_2017-05-16,8.0592397370741
air_0241aa3964b7f861_2017-05-17,9.140296717671195
air_0241aa3964b7f861_2017-05-18,5.8750213906773
air_0241aa3964b7f861_2017-05-19,8.359474509880071
air_0241aa3964b7f861_2017-05-20,10.964848922967418
air_0241aa3964b7f861_2017-05-21,8.945340236295886
air_0241aa3964b7f861_2017-05-22,7.677926896055092
air_0241aa3964b7f861_2017-05-23,8.0592397370741
air_0241aa3964b7f861_2017-05-24,9.140296717671195
air_0241aa3964b7f861_2017-05-25,5.8750213906773
air_0241aa3964b7f861_2017-05-26,8.359474509880071
air_0241aa3964b7f861_2017-05-27,10.964848922967418
air_0241aa3964b7f861_2017-05-28,8.945340236295886
air_0241aa3964b7f861_2017-05-29,7.677926896055092
air_0241aa3964b7f861_2017-05-30,8.0592397370741
air_0241aa3964b7f861_2017-05-31,9.140296717671195
air_0328696196e46f18_2017-04-23,13.042372399115466
air_0328696196e46f18_2017-04-24,5.081588249078979
air_0328696196e46f18_2017-04-25,7.000069207135475
air_0328696196e46f18_2017-04-26,9.16678838648902
air_0328696196e46f18_2017-04-27,9.371035187003024
air_0328696196e46f18_2017-04-28,8.52958921093165
air_0328696196e46f18_2017-04-29,6.8240400990020715
air_0328696196e46f18_2017-04-30,13.042372399115466
air_0328696196e46f18_2017-05-01,5.081588249078979
air_0328696196e46f18_2017-05-02,7.000069207135475
air_0328696196e46f18_2017-05-03,8.0
air_0328696196e46f18_2017-05-04,10.0
air_0328696196e46f18_2017-05-06,6.8240400990020715
air_0328696196e46f18_2017-05-07,13.042372399115466
air_0328696196e46f18_2017-05-08,5.081588249078979
air_0328696196e46f18_2017-05-09,7.000069207135475
air_0328696196e46f18_2017-05-10,9.16678838648902
air_0328696196e46f18_2017-05-11,9.371035187003024
air_0328696196e46f18_2017-05-12,8.52958921093165
air_0328696196e46f18_2017-05-13,6.8240400990020715
air_0328696196e46f18_2017-05-14,13.042372399115466
air_0328696196e46f18_2017-05-15,5.081588249078979
air_0328696196e46f18_2017-05-16,7.000069207135475
air_0328696196e46f18_2017-05-17,9.16678838648902
air_0328696196e46f18_2017-05-18,9.371035187003024
air_0328696196e46f18_2017-05-19,8.52958921093165
air_0328696196e46f18_2017-05-20,6.8240400990020715
air_0328696196e46f18_2017-05-21,13.042372399115466
air_0328696196e46f18_2017-05-22,5.081588249078979
air_0328696196e46f18_2017-05-23,7.000069207135475
air_0328696196e46f18_2017-05-24,9.16678838648902
air_0328696196e46f18_2017-05-25,9.371035187003024
air_0328696196e46f18_2017-05-26,8.52958921093165
air_0328696196e46f18_2017-05-27,6.8240400990020715
air_0328696196e46f18_2017-05-28,13.042372399115466
air_0328696196e46f18_2017-05-29,5.081588249078979
air_0328696196e46f18_2017-05-30,7.000069207135475
air_0328696196e46f18_2017-05-31,9.16678838648902
air_034a3d5b40d5b1b1_2017-04-23,29.75265135308777
air_034a3d5b40d5b1b1_2017-04-24,14.11518904838464
air_034a3d5b40d5b1b1_2017-04-25,14.339209036551285
air_034a3d5b40d5b1b1_2017-04-26,19.92689906068997
air_034a3d5b40d5b1b1_2017-04-27,15.397806989732558
air_034a3d5b40d5b1b1_2017-04-28,19.489956948604465
air_034a3d5b40d5b1b1_2017-04-29,26.9559344168654
air_034a3d5b40d5b1b1_2017-04-30,29.75265135308777
air_034a3d5b40d5b1b1_2017-05-01,14.11518904838464
air_034a3d5b40d5b1b1_2017-05-02,14.339209036551285
air_034a3d5b40d5b1b1_2017-05-03,2.0
air_034a3d5b40d5b1b1_2017-05-04,12.398504263032752
air_034a3d5b40d5b1b1_2017-05-05,22.0
air_034a3d5b40d5b1b1_2017-05-06,26.9559344168654
air_034a3d5b40d5b1b1_2017-05-07,29.75265135308777
air_034a3d5b40d5b1b1_2017-05-08,14.11518904838464
air_034a3d5b40d5b1b1_2017-05-09,14.339209036551285
air_034a3d5b40d5b1b1_2017-05-10,19.92689906068997
air_034a3d5b40d5b1b1_2017-05-11,15.397806989732558
air_034a3d5b40d5b1b1_2017-05-12,19.489956948604465
air_034a3d5b40d5b1b1_2017-05-13,26.9559344168654
air_034a3d5b40d5b1b1_2017-05-14,29.75265135308777
air_034a3d5b40d5b1b1_2017-05-15,14.11518904838464
air_034a3d5b40d5b1b1_2017-05-16,14.339209036551285
air_034a3d5b40d5b1b1_2017-05-17,19.92689906068997
air_034a3d5b40d5b1b1_2017-05-18,15.397806989732558
air_034a3d5b40d5b1b1_2017-05-19,19.489956948604465
air_034a3d5b40d5b1b1_2017-05-20,26.9559344168654
air_034a3d5b40d5b1b1_2017-05-21,29.75265135308777
air_034a3d5b40d5b1b1_2017-05-22,14.11518904838464
air_034a3d5b40d5b1b1_2017-05-23,14.339209036551285
air_034a3d5b40d5b1b1_2017-05-24,19.92689906068997
air_034a3d5b40d5b1b1_2017-05-25,15.397806989732558
air_034a3d5b40d5b1b1_2017-05-26,19.489956948604465
air_034a3d5b40d5b1b1_2017-05-27,26.9559344168654
air_034a3d5b40d5b1b1_2017-05-28,29.75265135308777
air_034a3d5b40d5b1b1_2017-05-29,14.11518904838464
air_034a3d5b40d5b1b1_2017-05-30,14.339209036551285
air_034a3d5b40d5b1b1_2017-05-31,19.92689906068997
air_036d4f1ee7285390_2017-04-23,19.915638150598813
air_036d4f1ee7285390_2017-04-24,16.513057717327
air_036d4f1ee7285390_2017-04-25,18.984891286023267
air_036d4f1ee7285390_2017-04-26,23.333583321014977
air_036d4f1ee7285390_2017-04-27,17.900587761963987
air_036d4f1ee7285390_2017-04-28,19.641016243085907
air_036d4f1ee7285390_2017-04-29,21.55617845796975
air_036d4f1ee7285390_2017-04-30,19.915638150598813
air_036d4f1ee7285390_2017-05-01,16.513057717327
air_036d4f1ee7285390_2017-05-02,18.984891286023267
air_036d4f1ee7285390_2017-05-03,18.0
air_036d4f1ee7285390_2017-05-04,16.596263485567185
air_036d4f1ee7285390_2017-05-05,4.0
air_036d4f1ee7285390_2017-05-06,21.55617845796975
air_036d4f1ee7285390_2017-05-07,19.915638150598813
air_036d4f1ee7285390_2017-05-08,16.513057717327
air_036d4f1ee7285390_2017-05-09,18.984891286023267
air_036d4f1ee7285390_2017-05-10,23.333583321014977
air_036d4f1ee7285390_2017-05-11,17.900587761963987
air_036d4f1ee7285390_2017-05-12,19.641016243085907
air_036d4f1ee7285390_2017-05-13,21.55617845796975
air_036d4f1ee7285390_2017-05-14,19.915638150598813
air_036d4f1ee7285390_2017-05-15,16.513057717327
air_036d4f1ee7285390_2017-05-16,18.984891286023267
air_036d4f1ee7285390_2017-05-17,23.333583321014977
air_036d4f1ee7285390_2017-05-18,17.900587761963987
air_036d4f1ee7285390_2017-05-19,19.641016243085907
air_036d4f1ee7285390_2017-05-20,21.55617845796975
air_036d4f1ee7285390_2017-05-21,19.915638150598813
air_036d4f1ee7285390_2017-05-22,16.513057717327
air_036d4f1ee7285390_2017-05-23,18.984891286023267
air_036d4f1ee7285390_2017-05-24,23.333583321014977
air_036d4f1ee7285390_2017-05-25,17.900587761963987
air_036d4f1ee7285390_2017-05-26,19.641016243085907
air_036d4f1ee7285390_2017-05-27,21.55617845796975
air_036d4f1ee7285390_2017-05-28,19.915638150598813
air_036d4f1ee7285390_2017-05-29,16.513057717327
air_036d4f1ee7285390_2017-05-30,18.984891286023267
air_036d4f1ee7285390_2017-05-31,23.333583321014977
air_0382c794b73b51ad_2017-04-23,37.01529235678918
air_0382c794b73b51ad_2017-04-24,25.36948572574888
air_0382c794b73b51ad_2017-04-25,27.866197342432574
air_0382c794b73b51ad_2017-04-26,23.39451899098924
air_0382c794b73b51ad_2017-04-27,24.991468158754277
air_0382c794b73b51ad_2017-04-28,25.89827599781287
air_0382c794b73b51ad_2017-04-29,35.72726139546274
air_0382c794b73b51ad_2017-04-30,37.01529235678918
air_0382c794b73b51ad_2017-05-01,25.36948572574888
air_0382c794b73b51ad_2017-05-02,27.866197342432574
air_0382c794b73b51ad_2017-05-04,33.22280085738676
air_0382c794b73b51ad_2017-05-05,26.330694029281485
air_0382c794b73b51ad_2017-05-06,35.72726139546274
air_0382c794b73b51ad_2017-05-07,37.01529235678918
air_0382c794b73b51ad_2017-05-08,25.36948572574888
air_0382c794b73b51ad_2017-05-09,27.866197342432574
air_0382c794b73b51ad_2017-05-10,23.39451899098924
air_0382c794b73b51ad_2017-05-11,24.991468158754277
air_0382c794b73b51ad_2017-05-12,25.89827599781287
air_0382c794b73b51ad_2017-05-13,35.72726139546274
air_0382c794b73b51ad_2017-05-14,37.01529235678918
air_0382c794b73b51ad_2017-05-15,25.36948572574888
air_0382c794b73b51ad_2017-05-16,27.866197342432574
air_0382c794b73b51ad_2017-05-17,23.39451899098924
air_0382c794b73b51ad_2017-05-18,24.991468158754277
air_0382c794b73b51ad_2017-05-19,25.89827599781287
air_0382c794b73b51ad_2017-05-20,35.72726139546274
air_0382c794b73b51ad_2017-05-21,37.01529235678918
air_0382c794b73b51ad_2017-05-22,25.36948572574888
air_0382c794b73b51ad_2017-05-23,27.866197342432574
air_0382c794b73b51ad_2017-05-24,23.39451899098924
air_0382c794b73b51ad_2017-05-25,24.991468158754277
air_0382c794b73b51ad_2017-05-26,25.89827599781287
air_0382c794b73b51ad_2017-05-27,35.72726139546274
air_0382c794b73b51ad_2017-05-28,37.01529235678918
air_0382c794b73b51ad_2017-05-29,25.36948572574888
air_0382c794b73b51ad_2017-05-30,27.866197342432574
air_0382c794b73b51ad_2017-05-31,23.39451899098924
air_03963426c9312048_2017-04-23,20.72151726895557
air_03963426c9312048_2017-04-24,24.71706200132899
air_03963426c9312048_2017-04-25,25.70026322705854
air_03963426c9312048_2017-04-26,27.01735638976308
air_03963426c9312048_2017-04-27,27.846885124981636
air_03963426c9312048_2017-04-28,62.791503630347634
air_03963426c9312048_2017-04-29,59.17463061314836
air_03963426c9312048_2017-04-30,20.72151726895557
air_03963426c9312048_2017-05-01,24.71706200132899
air_03963426c9312048_2017-05-02,25.70026322705854
air_03963426c9312048_2017-05-03,13.111643056086264
air_03963426c9312048_2017-05-04,46.43857068549721
air_03963426c9312048_2017-05-05,57.35204864369726
air_03963426c9312048_2017-05-06,59.17463061314836
air_03963426c9312048_2017-05-07,20.72151726895557
air_03963426c9312048_2017-05-08,24.71706200132899
air_03963426c9312048_2017-05-09,25.70026322705854
air_03963426c9312048_2017-05-10,27.01735638976308
air_03963426c9312048_2017-05-11,27.846885124981636
air_03963426c9312048_2017-05-12,62.791503630347634
air_03963426c9312048_2017-05-13,59.17463061314836
air_03963426c9312048_2017-05-14,20.72151726895557
air_03963426c9312048_2017-05-15,24.71706200132899
air_03963426c9312048_2017-05-16,25.70026322705854
air_03963426c9312048_2017-05-17,27.01735638976308
air_03963426c9312048_2017-05-18,27.846885124981636
air_03963426c9312048_2017-05-19,62.791503630347634
air_03963426c9312048_2017-05-20,59.17463061314836
air_03963426c9312048_2017-05-21,20.72151726895557
air_03963426c9312048_2017-05-22,24.71706200132899
air_03963426c9312048_2017-05-23,25.70026322705854
air_03963426c9312048_2017-05-24,27.01735638976308
air_03963426c9312048_2017-05-25,27.846885124981636
air_03963426c9312048_2017-05-26,62.791503630347634
air_03963426c9312048_2017-05-27,59.17463061314836
air_03963426c9312048_2017-05-28,20.72151726895557
air_03963426c9312048_2017-05-29,24.71706200132899
air_03963426c9312048_2017-05-30,25.70026322705854
air_03963426c9312048_2017-05-31,27.01735638976308
air_04341b588bde96cd_2017-04-23,41.61135436644139
air_04341b588bde96cd_2017-04-24,34.95922587737246
air_04341b588bde96cd_2017-04-25,30.160555767228377
air_04341b588bde96cd_2017-04-26,32.86170322112197
air_04341b588bde96cd_2017-04-27,25.074146266148777
air_04341b588bde96cd_2017-04-28,45.25151941201953
air_04341b588bde96cd_2017-04-29,46.995554205337584
air_04341b588bde96cd_2017-04-30,41.61135436644139
air_04341b588bde96cd_2017-05-01,34.95922587737246
air_04341b588bde96cd_2017-05-02,30.160555767228377
air_04341b588bde96cd_2017-05-03,47.1036685520801
air_04341b588bde96cd_2017-05-04,36.349763652169905
air_04341b588bde96cd_2017-05-05,44.87941969120647
air_04341b588bde96cd_2017-05-06,46.995554205337584
air_04341b588bde96cd_2017-05-07,41.61135436644139
